rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,country code,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,,intl_stu_dec,intl_val,stu_val,female,male,stu_rank,stu_rank_a
1562,Bozok University,9.7–22.7,15620,16.1,1691,9.4,1723,30.3,1432,16.9,1758,28.9,1544,master_account,0,/world-university-rankings/bozok-university,,Turkey,"13,417",14.4,5%,51:49:00,Bozok University,"Sociology,Civil Engineering,Accounting & Finance,Computer Science,Agriculture & Forestry,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Law,Communication & Media Studies,Business & Management,Other Health,Architecture,Veterinary Science,Archaeology,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Economics & Econometrics,Electrical & Electronic Engineering,Chemistry,General Engineering,Education,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",FALSE,FALSE,FALSE,,,0.05,670.85,13417,51,49,1289,1384
1563,University of Brawijaya,9.7–22.7,15630,20.5,1335,9.9,1645,17.2,1724,20.4,1516,25.7,1672,master_account,0,/world-university-rankings/university-brawijaya,,Indonesia,"55,332",14.4,1%,56:44:00,University of Brawijaya,"Education,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Civil Engineering,Chemical Engineering,Sociology,Other Health,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Veterinary Science,Computer Science,Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,Agriculture & Forestry,Law,Architecture,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Psychology,General Engineering,Biological Sciences,Geography",FALSE,FALSE,FALSE,,,0.01,553.32,55332,56,44,96,2577
1564,Burapha University,9.7–22.7,15640,16,1696,9.8,1667,10.3,1850,20.9,1484,27.6,1596,master_account,6,/world-university-rankings/burapha-university,,Thailand,"24,431",17.4,2%,66:34:00,Burapha University,"Medicine & Dentistry,Civil Engineering,Law,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Economics & Econometrics,Computer Science,Chemical Engineering,Geography,Agriculture & Forestry,Psychology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Biological Sciences,Sociology,Sport Science,Education,Other Health,Physics & Astronomy,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Veterinary Science,Business & Management",FALSE,FALSE,FALSE,,,0.02,488.62,24431,66,34,658,2015
1565,Bursa Technical University,9.7–22.7,15650,13.7,1813,9.4,1724,30.4,1428,18.5,1623,29.7,1503,master_account,0,/world-university-rankings/bursa-technical-university-0,,Turkey,"8,696",18.5,8%,48:52:00,Bursa Technical University,"Chemistry,Mechanical & Aerospace Engineering,Sociology,Politics & International Studies (incl Development Studies),Psychology,Agriculture & Forestry,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Business & Management,Biological Sciences,Computer Science,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Architecture",FALSE,FALSE,FALSE,,,0.08,695.68,8696,48,52,1723,950
1566,Bursa Uludağ University,9.7–22.7,15660,18.8,1475,10.4,1598,20,1675,31,1156,32.3,1411,master_account,0,/world-university-rankings/bursa-uludag-university,,Turkey,"41,901",24.2,10%,50:50:00,Bursa Uludağ University,"History, Philosophy & Theology,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Sociology,Law,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Geography,Medicine & Dentistry,Mathematics & Statistics,Languages, Literature & Linguistics,Biological Sciences,Other Health,Sport Science,Psychology,Archaeology,Chemistry,General Engineering,Veterinary Science,Education,Computer Science,Physics & Astronomy,Business & Management,Agriculture & Forestry,Accounting & Finance",FALSE,FALSE,FALSE,,,0.1,4190.1,41901,50,50,189,2484
1567,University of Caldas,9.7–22.7,15670,10.1,1899,11,1520,9,1867,53.2,746,32.2,1417,master_account,0,/world-university-rankings/university-caldas,,Colombia,"27,456",58.2,0%,49:51:00,University of Caldas,"Accounting & Finance,Business & Management,Medicine & Dentistry,Other Health,Art, Performing Arts & Design,Law,Mathematics & Statistics,Languages, Literature & Linguistics,Sport Science,General Engineering,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Sociology,Chemistry,Computer Science,Mechanical & Aerospace Engineering,Education,Biological Sciences,Veterinary Science,History, Philosophy & Theology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",FALSE,FALSE,FALSE,,,0,0,27456,49,51,549,2124
1568,Çankırı Karatekin University,9.7–22.7,15680,12.5,1860,9.5,1709,22.7,1621,15.6,1898,41,1079,master_account,0,/world-university-rankings/cankiri-karatekin-university,,Turkey,"10,567",19.9,20%,53:47:00,Çankırı Karatekin University,"Chemical Engineering,Geography,Architecture,Veterinary Science,Medicine & Dentistry,Agriculture & Forestry,Education,Art, Performing Arts & Design,Civil Engineering,Psychology,Other Health,Physics & Astronomy,Law,History, Philosophy & Theology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),General Engineering,Chemistry,Economics & Econometrics,Business & Management",FALSE,FALSE,FALSE,,,0.2,2113.4,10567,53,47,1522,1151
1569,Catholic University of Brasília,9.7–22.7,15690,15.4,1734,10.5,1585,11.7,1828,19,1588,35.7,1287,master_account,0,/world-university-rankings/catholic-university-brasilia,,Brazil,"10,064",22.6,0%,53:47:00,Catholic University of Brasília,"Geology, Environmental, Earth & Marine Sciences,Geography,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Medicine & Dentistry,Other Health,Communication & Media Studies,Law,Accounting & Finance,Psychology,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Electrical & Electronic Engineering,General Engineering,History, Philosophy & Theology,Business & Management,Biological Sciences,Sport Science,Veterinary Science,Architecture,Art, Performing Arts & Design,Education,Economics & Econometrics,Chemistry",FALSE,FALSE,FALSE,,,0,0,10064,53,47,1585,1088
1570,Catholic University of the North,9.7–22.7,15700,14.2,1792,15.2,1104,29,1468,18.2,1647,58,622,master_account,0,/world-university-rankings/catholic-university-north,,Chile,"11,528",20.3,3%,46:54:00,Catholic University of the North,"Other Health,Chemistry,History, Philosophy & Theology,Agriculture & Forestry,Education,Computer Science,Communication & Media Studies,Civil Engineering,Economics & Econometrics,Architecture,Physics & Astronomy,Biological Sciences,Mathematics & Statistics,Psychology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Law,Languages, Literature & Linguistics,Chemical Engineering,Business & Management",FALSE,FALSE,FALSE,,,0.03,345.84,11528,46,54,1448,1225
1571,Universidad Católica del Maule,9.7–22.7,15710,13.4,1825,13.4,1262,19.3,1693,15.8,1881,57.5,631,master_account,0,/world-university-rankings/universidad-catolica-del-maule,,Chile,"10,891",21.1,3%,58:42:00,Universidad Católica del Maule,"Biological Sciences,Business & Management,Veterinary Science,Medicine & Dentistry,Architecture,General Engineering,History, Philosophy & Theology,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,Law,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Psychology,Mechanical & Aerospace Engineering,Agriculture & Forestry,Sport Science,Education",FALSE,FALSE,FALSE,,,0.03,326.73,10891,58,42,1498,1175
1572,Universidad Católica de la Santísima Concepción,9.7–22.7,15720,13.2,1833,14.9,1131,22.9,1613,16.9,1759,48.9,831,master_account,0,/world-university-rankings/universidad-catolica-de-la-santisima-concepcion,,Chile,"9,879",22.9,0%,56:44:00,Universidad Católica de la Santísima Concepción,"Electrical & Electronic Engineering,Law,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics,General Engineering,Education,Civil Engineering,Accounting & Finance,History, Philosophy & Theology,Chemistry,Computer Science,Sport Science,Business & Management,Other Health,Sociology,Communication & Media Studies,Medicine & Dentistry,Mathematics & Statistics",FALSE,FALSE,FALSE,,,0,0,9879,56,44,1613,1060
1573,University of Caxias do Sul,9.7–22.7,15730,15.9,1700,9.4,1725,11.8,1825,22.3,1426,21.6,1819,master_account,0,/world-university-rankings/university-caxias-do-sul,,Brazil,"15,054",30.4,0%,53:47:00,University of Caxias do Sul,"Computer Science,Chemical Engineering,Education,Electrical & Electronic Engineering,Sport Science,Geography,Architecture,Physics & Astronomy,Accounting & Finance,General Engineering,Veterinary Science,Law,Other Health,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Medicine & Dentistry,Chemistry,Psychology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics",FALSE,FALSE,FALSE,,,0,0,15054,53,47,1168,1505
1574,Ceará State University,9.7–22.7,15740,21.1,1291,11.4,1474,8.9,1869,17.9,1671,20.2,1861,master_account,0,/world-university-rankings/ceara-state-university,,Brazil,"16,305",14.7,0%,54:46:00,Ceará State University,"Art, Performing Arts & Design,Chemistry,Education,Archaeology,Agriculture & Forestry,Business & Management,Sport Science,Economics & Econometrics,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Accounting & Finance,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Geography,Computer Science,Physics & Astronomy,Other Health,Biological Sciences,Sociology",FALSE,FALSE,FALSE,,,0,0,16305,54,46,1083,1590
1575,Manisa Celal Bayar University,9.7–22.7,15750,14.9,1758,5.2,1903,21.6,1643,16.7,1781,22,1807,master_account,0,/world-university-rankings/manisa-celal-bayar-university,,Turkey,"28,224",17.9,3%,48:52:00,Manisa Celal Bayar University,"General Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Chemistry,Archaeology,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Education,Computer Science,Agriculture & Forestry,Psychology,Languages, Literature & Linguistics,Sport Science,Accounting & Finance,Other Health,Physics & Astronomy,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Geography,Art, Performing Arts & Design,Civil Engineering,Sociology,Business & Management",FALSE,FALSE,FALSE,,,0.03,846.72,28224,48,52,519,2154
1576,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),9.7–22.7,15760,12.4,1864,9.7,1684,18.2,1710,16.7,1782,30.6,1474,master_account,0,/world-university-rankings/centro-federal-de-educacao-tecnologica-celso-suckow-da-fonseca-cefet-rj,,Brazil,"18,816",21,0%,38 : 62,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),"Economics & Econometrics,Business & Management,Medicine & Dentistry,Biological Sciences,Accounting & Finance,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Education,Architecture,Computer Science,Sport Science,Other Health,Law,Agriculture & Forestry,Languages, Literature & Linguistics,Archaeology,Physics & Astronomy,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Communication & Media Studies,Civil Engineering,Electrical & Electronic Engineering,Geography,Chemistry,Sociology,Veterinary Science",FALSE,FALSE,FALSE,,,0,0,18816,38,0,925,1748
1577,CES University,9.7–22.7,15770,19.2,1451,9.1,1776,5.8,1894,16.4,1814,37.1,1233,master_account,0,/world-university-rankings/ces-university,,Colombia,"6,612",13.6,3%,69:31:00,CES University,"Chemistry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Other Health,Mathematics & Statistics,Medicine & Dentistry,Veterinary Science,Psychology,History, Philosophy & Theology,Biological Sciences,Agriculture & Forestry,Languages, Literature & Linguistics",FALSE,FALSE,FALSE,,,0.03,198.36,6612,69,31,1952,721
1578,Chaoyang University of Technology,9.7–22.7,15780,14.1,1796,18.2,906,28.2,1487,47,863,38.9,1152,master_account,0,/world-university-rankings/chaoyang-university-technology,,Taiwan,"14,432",37.5,5%,55:45:00,Chaoyang University of Technology,"Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Education,Psychology,Business & Management,Chemical Engineering,Accounting & Finance,Architecture,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Art, Performing Arts & Design,General Engineering,Other Health,Sport Science,Communication & Media Studies,Chemistry,Civil Engineering,Computer Science,Mathematics & Statistics,Sociology",FALSE,FALSE,FALSE,,,0.05,721.6,14432,55,45,1210,1463
1579,College of Charleston,9.7–22.7,15790,17.4,1597,7.9,1884,30.4,1429,23.2,1390,29.8,1498,public,0,/world-university-rankings/college-charleston,,United States,"9,986",16.3,1%,68:32:00,College of Charleston,"Electrical & Electronic Engineering,Business & Management,History, Philosophy & Theology,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Sociology,Archaeology,Chemistry,Other Health,Psychology,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Physics & Astronomy,Economics & Econometrics",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-26251429,,0.01,99.86,9986,68,32,1596,1077
1580,Chelyabinsk State University,9.7–22.7,15800,12.3,1867,10.7,1556,10.7,1843,17,1752,25.9,1662,master_account,0,/world-university-rankings/chelyabinsk-state-university,,Russia,"11,226",24.3,2%,62:38:00,Chelyabinsk State University,"Biological Sciences,Physics & Astronomy,Politics & International Studies (incl Development Studies),Economics & Econometrics,General Engineering,Communication & Media Studies,Education,Business & Management,Computer Science,Law,Mathematics & Statistics,Chemistry,Agriculture & Forestry,History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Sociology",FALSE,FALSE,TRUE,,,0.02,224.52,11226,62,38,1469,1204
1581,Chiba Institute of Technology,9.7–22.7,15810,14.8,1766,8.8,1819,13,1799,26.1,1294,20.9,1843,master_account,0,/world-university-rankings/chiba-institute-technology,,Japan,"9,979",24.4,2%,0.684027778,Chiba Institute of Technology,"Mechanical & Aerospace Engineering,Communication & Media Studies,Architecture,Accounting & Finance,Chemistry,Chemical Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,General Engineering,Economics & Econometrics,Art, Performing Arts & Design,Biological Sciences,Computer Science,Business & Management",FALSE,FALSE,FALSE,,,0.02,199.58,9979,0,0,1598,1075
1582,Chinese Culture University,9.7–22.7,15820,13.9,1807,10,1638,16.8,1734,26.1,1295,29.8,1499,master_account,0,/world-university-rankings/chinese-culture-university,,Taiwan,"23,152",23.5,6%,50:50:00,Chinese Culture University,"Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Agriculture & Forestry,Law,Other Health,Mathematics & Statistics,Business & Management,Computer Science,Veterinary Science,Education,Architecture,Sport Science,Politics & International Studies (incl Development Studies),General Engineering,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Civil Engineering,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,Biological Sciences,Psychology",FALSE,FALSE,FALSE,,,0.06,1389.12,23152,50,50,703,1970
1583,Université Chouaïb Doukkali,9.7–22.7,15830,13.4,1826,10.8,1545,28.8,1474,18.9,1596,26.7,1629,master_account,0,/world-university-rankings/universite-chouaib-doukkali-0,,Morocco,"23,437",34.5,2%,58:42:00,Université Chouaïb Doukkali,"Biological Sciences,Accounting & Finance,Mathematics & Statistics,Business & Management,Computer Science,Education,Chemistry,Economics & Econometrics,Civil Engineering,Agriculture & Forestry,Languages, Literature & Linguistics,Communication & Media Studies,Archaeology,General Engineering,Physics & Astronomy,Geography,Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Law",FALSE,FALSE,FALSE,,,0.02,468.74,23437,58,42,686,1987
1584,Chubu University,9.7–22.7,15840,17.1,1615,11.9,1414,15.9,1746,33.4,1123,34.1,1349,master_account,0,/world-university-rankings/chubu-university,,Japan,"8,929",17.1,2%,27 : 73,Chubu University,"Architecture,Agriculture & Forestry,Physics & Astronomy,Education,Computer Science,Mathematics & Statistics,Psychology,Chemical Engineering,Chemistry,Other Health,Sport Science,Archaeology,Sociology,Languages, Literature & Linguistics,General Engineering,Geography,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Civil Engineering,Law,Electrical & Electronic Engineering,Communication & Media Studies",FALSE,FALSE,FALSE,,,0.02,178.58,8929,27,0,1698,975
1585,Chuo University,9.7–22.7,15850,18.7,1483,12.7,1333,15.5,1754,27.2,1254,30.4,1481,master_account,0,/world-university-rankings/chuo-university,,Japan,"26,161",35.6,4%,38 : 62,Chuo University,"History, Philosophy & Theology,Chemical Engineering,Business & Management,Physics & Astronomy,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Chemistry,Law,General Engineering,Biological Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Electrical & Electronic Engineering,Sociology,Communication & Media Studies,Economics & Econometrics",FALSE,FALSE,FALSE,,,0.04,1046.44,26161,38,0,590,2083
1586,University of Colima,9.7–22.7,15860,21.6,1256,8,1878,12.4,1812,20,1528,31.6,1442,master_account,0,/world-university-rankings/university-colima,,Mexico,"14,288",9.3,0%,55:45:00,University of Colima,"Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Sport Science,Law,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Economics & Econometrics,General Engineering,Veterinary Science,Education,Other Health,Physics & Astronomy,Business & Management,Architecture,Mathematics & Statistics,Accounting & Finance,Chemical Engineering,Communication & Media Studies,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Chemistry,Psychology",FALSE,FALSE,FALSE,,,0,0,14288,55,45,1224,1449
1587,Comillas Pontifical University,9.7–22.7,15870,18.3,1525,15.7,1067,26.3,1530,31.4,1151,44.2,981,master_account,0,/world-university-rankings/comillas-pontifical-university,,Spain,"9,765",21,7%,55:45:00,Comillas Pontifical University,"Other Health,History, Philosophy & Theology,Computer Science,Communication & Media Studies,Law,Education,Economics & Econometrics,Electrical & Electronic Engineering,Geography,Business & Management,Accounting & Finance,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Psychology,Mechanical & Aerospace Engineering,General Engineering,Sociology",FALSE,FALSE,FALSE,,,0.07,683.55,9765,55,45,1625,1047
1588,Communication University of China,9.7–22.7,15880,27.5,840,17.3,947,15.5,1755,37.6,1025,23.4,1760,master_account,0,/world-university-rankings/communication-university-china,,China,"17,316",15.3,3%,70:30:00,Communication University of China,"Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Business & Management,Electrical & Electronic Engineering,Law,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Accounting & Finance,Mathematics & Statistics,Sociology,Economics & Econometrics",FALSE,FALSE,FALSE,,,0.03,519.48,17316,70,30,1023,1649
1589,Cracow University of Technology,9.7–22.7,15890,21.2,1284,10.7,1558,30.4,1430,28.2,1229,27.3,1603,master_account,1,/world-university-rankings/cracow-university-technology,,Poland,"13,510",12.2,5%,36 : 64,Cracow University of Technology,"Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Mathematics & Statistics,General Engineering,Civil Engineering,Computer Science",FALSE,FALSE,FALSE,,,0.05,675.5,13510,36,0,1279,1394
1590,University of Craiova,9.7–22.7,15900,18.3,1526,11.5,1459,25.2,1556,18.4,1632,24,1739,master_account,0,/world-university-rankings/university-craiova,,Romania,"16,907",20.9,4%,50:50:00,University of Craiova,"General Engineering,Sociology,Mechanical & Aerospace Engineering,Geography,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Chemistry,Economics & Econometrics,History, Philosophy & Theology,Physics & Astronomy,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Business & Management,Civil Engineering,Education,Computer Science,Mathematics & Statistics,Sport Science,Communication & Media Studies",FALSE,FALSE,FALSE,,,0.04,676.28,16907,50,50,1048,1625
1591,Damghan University,9.7–22.7,15910,17.7,1579,11.4,1475,27,1517,17.9,1672,27.9,1579,master_account,0,/world-university-rankings/damghan-university,,Iran,"4,709",15.9,0%,69:31:00,Damghan University,"Biological Sciences,Civil Engineering,Physics & Astronomy,Computer Science,Geography,Chemistry,Education,Mechanical & Aerospace Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Sport Science,Law,Languages, Literature & Linguistics,Chemical Engineering",FALSE,FALSE,FALSE,,,0,0,4709,69,31,2180,493
1592,University of Dar es Salaam,9.7–22.7,15920,14.4,1779,10.3,1606,28.2,1488,21.7,1451,49.5,817,master_account,0,/world-university-rankings/university-dar-es-salaam,,Tanzania,"36,666",21.1,0%,47:53:00,University of Dar es Salaam,"Art, Performing Arts & Design,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,History, Philosophy & Theology,Electrical & Electronic Engineering,Education,Architecture,Chemical Engineering,Law,Mechanical & Aerospace Engineering,Sociology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Civil Engineering,Sport Science,Psychology,Archaeology,General Engineering,Chemistry,Economics & Econometrics,Other Health,Mathematics & Statistics,Business & Management,Medicine & Dentistry,Biological Sciences,Geography,Languages, Literature & Linguistics,Communication & Media Studies",FALSE,FALSE,FALSE,,,0,0,36666,47,53,272,2401
1593,De La Salle University,9.7–22.7,15930,19.6,1411,12.8,1321,31.3,1415,17.4,1710,29.3,1525,master_account,11,/world-university-rankings/de-la-salle-university,,Philippines,"14,905",14.5,3%,50:50:00,De La Salle University DLSU DeLaSalle,"Chemistry,Electrical & Electronic Engineering,Business & Management,Sociology,Physics & Astronomy,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemical Engineering,Computer Science,Communication & Media Studies,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,History, Philosophy & Theology,Biological Sciences,Civil Engineering,Education,Mathematics & Statistics,Law",FALSE,FALSE,FALSE,,,0.03,447.15,14905,50,50,1177,1496
1594,University for Development Studies,9.7–22.7,15940,11.1,1895,9.9,1649,31.1,1419,18.9,1597,51.5,752,master_account,0,/world-university-rankings/university-development-studies,,Ghana,"16,714",27.4,0%,43:57:00,University for Development Studies,"Physics & Astronomy,Mechanical & Aerospace Engineering,Archaeology,Economics & Econometrics,Medicine & Dentistry,Chemistry,Sport Science,Business & Management,Other Health,General Engineering,Education,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Computer Science,Languages, Literature & Linguistics,Chemical Engineering,Biological Sciences,Psychology,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Art, Performing Arts & Design,Architecture,Geography,Accounting & Finance,Sociology",FALSE,FALSE,FALSE,,,0,0,16714,43,57,1055,1618
1595,Dicle University,9.7–22.7,15950,30.3,673,16.9,976,12.7,1803,53,751,21.9,1810,master_account,0,/world-university-rankings/dicle-university,,Turkey,"32,454",17.5,4%,45:55:00,Dicle University,"Electrical & Electronic Engineering,Law,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Geography,Other Health,Chemistry,Psychology,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,History, Philosophy & Theology,Agriculture & Forestry,Sociology,Archaeology,Sport Science,Accounting & Finance,General Engineering,Physics & Astronomy,Economics & Econometrics,Architecture,Veterinary Science,Education",FALSE,FALSE,FALSE,,,0.04,1298.16,32454,45,55,379,2294
1596,Diponegoro University,9.7–22.7,15960,27.1,867,15.4,1087,19.1,1700,42.9,924,35.1,1310,master_account,0,/world-university-rankings/diponegoro-university,,Indonesia,"35,688",18,2%,56:44:00,Diponegoro University,"Veterinary Science,Civil Engineering,Mechanical & Aerospace Engineering,Business & Management,Communication & Media Studies,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,History, Philosophy & Theology,Accounting & Finance,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Chemistry,Psychology,Architecture,Mathematics & Statistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Agriculture & Forestry,Chemical Engineering,Medicine & Dentistry,Law",FALSE,FALSE,FALSE,,,0.02,713.76,35688,56,44,285,2388
1597,Dokkyo Medical University,9.7–22.7,15970,26.7,889,10.3,1607,22,1637,37.9,1020,19.1,1884,master_account,0,/world-university-rankings/dokkyo-medical-university,,Japan,"1,314",1.2,1%,53:47:00,Dokkyo Medical University,"Medicine & Dentistry,Sociology,Law,Biological Sciences,Psychology,Mathematics & Statistics,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Physics & Astronomy,Other Health,Education,Chemistry,Art, Performing Arts & Design,Sport Science,Communication & Media Studies",FALSE,FALSE,FALSE,,,0.01,13.14,1314,53,47,2551,122
1598,Doshisha University,9.7–22.7,15980,17.9,1555,10.9,1534,11.1,1838,30.7,1166,35.5,1294,master_account,0,/world-university-rankings/doshisha-university,,Japan,"27,624",18.6,4%,42:58:00,Doshisha University,"General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Accounting & Finance,Communication & Media Studies,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sociology,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemical Engineering,Law,Education,Psychology,Electrical & Electronic Engineering,Archaeology,Sport Science,History, Philosophy & Theology,Languages, Literature & Linguistics,Biological Sciences,Business & Management",FALSE,FALSE,FALSE,,,0.04,1104.96,27624,42,58,543,2130
